coil_id,source,produced_at,assigned_asset_id,grade,thickness_mm,width_mm,alpha_label,alpha_risk_score
823,train,2026-03-23T12:35:58,HSM-DC-MND,SAE-1006,9.86,1042.8,1,
1296,train,2026-03-23T13:52:37,HSM-DC-MND,HRC-IS2062-E250,4.11,933.2,0,
206,train,2026-03-23T15:09:15,HSM-DC-MND,API-5L-X52,9.79,1214.0,0,
1645,train,2026-03-23T16:25:54,HSM-DC-MND,API-5L-X52,8.8,1002.2,0,
1308,train,2026-03-23T17:42:32,HSM-DC-MND,HRC-IS2062-E350,4.23,1231.6,0,
130,train,2026-03-23T18:59:11,HSM-DC-MND,API-5L-X52,8.32,1330.6,0,
521,train,2026-03-23T20:15:49,HSM-DC-MND,SAE-1006,10.1,1238.5,0,
967,train,2026-03-23T21:32:27,HSM-DC-MND,HRC-IS2062-E350,10.79,957.4,0,
365,train,2026-03-23T22:49:06,HSM-DC-MND,HRC-IS2062-E350,7.59,1135.0,0,
1127,train,2026-03-24T00:05:44,HSM-DC-MND,API-5L-X52,10.68,1002.7,0,
884,train,2026-03-24T01:22:23,HSM-DC-MND,SAE-1018,3.92,1520.8,0,
1007,train,2026-03-24T02:39:01,HSM-DC-MND,API-5L-X52,7.48,1259.8,0,
1166,train,2026-03-24T03:55:40,HSM-DC-MND,HRC-IS2062-E350,3.44,1326.3,0,
193,train,2026-03-24T05:12:18,HSM-DC-MND,HRC-IS2062-E250,11.53,979.4,0,
242,train,2026-03-24T06:28:57,HSM-DC-MND,SAE-1018,7.25,1195.3,0,
493,train,2026-03-24T07:45:35,HSM-DC-MND,SAE-1018,3.91,937.8,0,
73,train,2026-03-24T09:02:14,HSM-DC-MND,HRC-IS2062-E250,4.51,1455.9,1,
1030,train,2026-03-24T10:18:52,HSM-DC-MND,SAE-1006,11.46,1395.6,0,
512,train,2026-03-24T11:35:31,HSM-DC-MND,API-5L-X52,6.42,961.6,0,
290,train,2026-03-24T12:52:09,HSM-DC-MND,HRC-IS2062-E250,7.54,1271.0,0,
1116,train,2026-03-24T14:08:47,HSM-DC-MND,HRC-IS2062-E250,2.35,947.7,0,
429,train,2026-03-24T15:25:26,HSM-DC-MND,API-5L-X52,7.29,997.9,0,
547,train,2026-03-24T16:42:04,HSM-DC-MND,SAE-1018,7.39,1338.4,0,
366,train,2026-03-24T17:58:43,HSM-DC-MND,HRC-IS2062-E250,4.63,906.7,0,
332,train,2026-03-24T19:15:21,HSM-DC-MND,SAE-1006,9.33,1137.6,0,
1064,train,2026-03-24T20:32:00,HSM-DC-MND,HRC-IS2062-E250,6.08,1365.7,0,
785,train,2026-03-24T21:48:38,HSM-DC-MND,HRC-IS2062-E250,6.97,1507.9,0,
311,train,2026-03-24T23:05:17,HSM-DC-MND,SAE-1006,6.01,1218.8,0,
665,train,2026-03-25T00:21:55,HSM-DC-MND,HRC-IS2062-E350,9.18,1322.7,0,
1000,train,2026-03-25T01:38:34,HSM-DC-MND,SAE-1006,4.51,1170.6,0,
637,train,2026-03-25T02:55:12,HSM-DC-MND,HRC-IS2062-E350,3.2,1315.4,0,
456,train,2026-03-25T04:11:51,HSM-DC-MND,SAE-1006,8.26,1057.4,0,
1196,train,2026-03-25T05:28:29,HSM-DC-MND,HRC-IS2062-E250,9.95,1447.8,0,
1422,train,2026-03-25T06:45:07,HSM-DC-MND,SAE-1018,2.88,1073.0,0,
1094,train,2026-03-25T08:01:46,HSM-DC-MND,API-5L-X52,2.36,1380.4,0,
1525,train,2026-03-25T09:18:24,HSM-DC-MND,SAE-1006,11.83,1012.1,0,
1256,train,2026-03-25T10:35:03,HSM-DC-MND,SAE-1018,11.12,969.8,0,
976,train,2026-03-25T11:51:41,HSM-DC-MND,SAE-1018,3.21,1085.7,0,
434,train,2026-03-25T13:08:20,HSM-DC-MND,HRC-IS2062-E250,3.13,1166.8,0,
430,train,2026-03-25T14:24:58,HSM-DC-MND,SAE-1018,1.86,1450.5,0,
1431,train,2026-03-25T15:41:37,HSM-DC-MND,SAE-1018,11.36,934.5,0,
640,train,2026-03-25T16:58:15,HSM-DC-MND,SAE-1006,8.31,1040.9,0,
1002,train,2026-03-25T18:14:54,HSM-DC-MND,HRC-IS2062-E250,6.79,1188.5,0,
623,train,2026-03-25T19:31:32,HSM-DC-MND,SAE-1018,5.59,1220.4,0,
1120,train,2026-03-25T20:48:11,HSM-DC-MND,HRC-IS2062-E250,11.96,1147.0,0,
1067,train,2026-03-25T22:04:49,HSM-DC-MND,HRC-IS2062-E350,3.44,1515.3,0,
1259,train,2026-03-25T23:21:27,HSM-DC-MND,SAE-1006,2.89,1194.2,0,
1229,train,2026-03-26T00:38:06,HSM-DC-MND,HRC-IS2062-E350,6.02,1465.0,0,
1140,train,2026-03-26T01:54:44,HSM-DC-MND,SAE-1006,6.84,1325.1,0,
1512,train,2026-03-26T03:11:23,HSM-DC-MND,SAE-1006,10.73,1522.3,0,
1188,train,2026-03-26T04:28:01,HSM-DC-MND,HRC-IS2062-E250,2.67,1144.9,0,
573,train,2026-03-26T05:44:40,HSM-DC-MND,HRC-IS2062-E350,5.07,1064.1,0,
503,train,2026-03-26T07:01:18,HSM-DC-MND,HRC-IS2062-E350,10.64,1046.2,0,
490,train,2026-03-26T08:17:57,HSM-DC-MND,SAE-1006,2.94,1264.2,0,
563,train,2026-03-26T09:34:35,HSM-DC-MND,SAE-1018,4.19,938.5,0,
688,train,2026-03-26T10:51:14,HSM-DC-MND,HRC-IS2062-E250,7.98,1225.1,1,
1102,train,2026-03-26T12:07:52,HSM-DC-MND,SAE-1018,4.22,940.4,0,
178,train,2026-03-26T13:24:31,HSM-DC-MND,HRC-IS2062-E250,6.14,1024.7,0,
1003,train,2026-03-26T14:41:09,HSM-DC-MND,SAE-1018,6.17,968.9,0,
492,train,2026-03-26T15:57:48,HSM-DC-MND,HRC-IS2062-E250,8.44,1143.5,0,
1636,train,2026-03-26T17:14:26,HSM-DC-MND,SAE-1006,5.37,979.5,0,
1457,train,2026-03-26T18:31:04,HSM-DC-MND,SAE-1018,6.98,940.3,0,
742,train,2026-03-26T19:47:43,HSM-DC-MND,HRC-IS2062-E250,8.42,1001.3,0,
1013,train,2026-03-26T21:04:21,HSM-DC-MND,SAE-1006,11.22,1225.5,0,
62,train,2026-03-26T22:21:00,HSM-DC-MND,HRC-IS2062-E250,2.32,945.7,0,
295,train,2026-03-26T23:37:38,HSM-DC-MND,SAE-1018,4.71,1172.0,0,
1331,train,2026-03-27T00:54:17,HSM-DC-MND,HRC-IS2062-E350,8.42,928.9,0,
849,train,2026-03-27T02:10:55,HSM-DC-MND,API-5L-X52,2.18,972.7,0,
1686,train,2026-03-27T03:27:34,HSM-DC-MND,API-5L-X52,8.81,1482.5,0,
540,train,2026-03-27T04:44:12,HSM-DC-MND,SAE-1018,5.69,1244.9,0,
527,train,2026-03-27T06:00:51,HSM-DC-MND,API-5L-X52,7.51,1232.7,0,
363,train,2026-03-27T07:17:29,HSM-DC-MND,HRC-IS2062-E250,9.1,1024.6,0,
1359,train,2026-03-27T08:34:08,HSM-DC-MND,HRC-IS2062-E350,4.41,1139.2,0,
1034,train,2026-03-27T09:50:46,HSM-DC-MND,API-5L-X52,10.15,1355.6,0,
645,train,2026-03-27T11:07:24,HSM-DC-MND,SAE-1018,10.69,1457.5,0,
720,train,2026-03-27T12:24:03,HSM-DC-MND,API-5L-X52,4.83,1503.5,0,
184,train,2026-03-27T13:40:41,HSM-DC-MND,HRC-IS2062-E250,7.81,1021.5,0,
36,train,2026-03-27T14:57:20,HSM-DC-MND,API-5L-X52,11.19,1254.1,0,
463,train,2026-03-27T16:13:58,HSM-DC-MND,SAE-1018,5.51,1166.8,0,
671,train,2026-03-27T17:30:37,HSM-DC-MND,SAE-1006,4.06,1502.4,0,
1301,train,2026-03-27T18:47:15,HSM-DC-MND,HRC-IS2062-E250,10.99,952.0,0,
321,train,2026-03-27T20:03:54,HSM-DC-MND,HRC-IS2062-E250,4.72,1205.6,0,
864,train,2026-03-27T21:20:32,HSM-DC-MND,SAE-1006,11.89,1536.1,0,
1683,train,2026-03-27T22:37:11,HSM-DC-MND,API-5L-X52,2.14,1094.8,0,
42,train,2026-03-27T23:53:49,HSM-DC-MND,API-5L-X52,11.89,960.0,0,
898,train,2026-03-28T01:10:28,HSM-DC-MND,API-5L-X52,7.97,1167.5,0,
1642,train,2026-03-28T02:27:06,HSM-DC-MND,API-5L-X52,11.91,1190.7,0,
1008,train,2026-03-28T03:43:44,HSM-DC-MND,API-5L-X52,4.66,1059.2,0,
851,train,2026-03-28T05:00:23,HSM-DC-MND,SAE-1006,8.19,1455.0,0,
374,train,2026-03-28T06:17:01,HSM-DC-MND,SAE-1006,4.34,1354.5,0,
1648,train,2026-03-28T07:33:40,HSM-DC-MND,SAE-1006,11.45,951.9,0,
440,train,2026-03-28T08:50:18,HSM-DC-MND,SAE-1018,8.74,1446.1,0,
1069,train,2026-03-28T10:06:57,HSM-DC-MND,HRC-IS2062-E250,6.21,1197.2,0,
1060,train,2026-03-28T11:23:35,HSM-DC-MND,HRC-IS2062-E250,4.88,1503.3,0,
581,train,2026-03-28T12:40:14,HSM-DC-MND,HRC-IS2062-E250,1.97,1461.9,1,
1432,train,2026-03-28T13:56:52,HSM-DC-MND,SAE-1006,11.35,1270.3,0,
483,train,2026-03-28T15:13:31,HSM-DC-MND,HRC-IS2062-E350,4.96,1402.2,0,
1461,train,2026-03-28T16:30:09,HSM-DC-MND,HRC-IS2062-E250,2.65,1494.6,0,
716,train,2026-03-28T17:46:48,HSM-DC-MND,API-5L-X52,2.91,1295.4,0,
1131,train,2026-03-28T19:03:26,HSM-DC-MND,SAE-1018,11.86,1163.9,0,
272,train,2026-03-28T20:20:04,HSM-DC-MND,HRC-IS2062-E250,2.63,978.1,0,
1503,train,2026-03-28T21:36:43,HSM-DC-MND,HRC-IS2062-E350,8.42,1121.2,0,
955,train,2026-03-28T22:53:21,HSM-DC-MND,SAE-1018,3.08,947.5,0,
817,train,2026-03-29T00:10:00,HSM-DC-MND,API-5L-X52,3.46,1031.1,0,
327,train,2026-03-29T01:26:38,HSM-DC-MND,HRC-IS2062-E350,1.89,1161.1,0,
1165,train,2026-03-29T02:43:17,HSM-DC-MND,SAE-1018,9.47,1422.5,0,
1649,train,2026-03-29T03:59:55,HSM-DC-MND,HRC-IS2062-E350,3.56,1161.1,0,
807,train,2026-03-29T05:16:34,HSM-DC-MND,SAE-1018,4.32,1205.7,0,
1221,train,2026-03-29T06:33:12,HSM-DC-MND,API-5L-X52,6.84,1206.4,0,
937,train,2026-03-29T07:49:51,HSM-DC-MND,SAE-1006,6.67,1049.4,0,
728,train,2026-03-29T09:06:29,HSM-DC-MND,SAE-1018,11.7,1203.1,0,
386,train,2026-03-29T10:23:08,HSM-DC-MND,HRC-IS2062-E350,11.68,1205.1,0,
570,train,2026-03-29T11:39:46,HSM-DC-MND,SAE-1006,5.63,1208.0,0,
1523,train,2026-03-29T12:56:24,HSM-DC-MND,HRC-IS2062-E250,2.87,1172.4,0,
1192,train,2026-03-29T14:13:03,HSM-DC-MND,SAE-1018,8.35,994.7,0,
672,train,2026-03-29T15:29:41,HSM-DC-MND,HRC-IS2062-E250,7.5,927.6,0,
1159,train,2026-03-29T16:46:20,HSM-DC-MND,HRC-IS2062-E250,5.65,1095.8,0,
336,train,2026-03-29T18:02:58,HSM-DC-MND,API-5L-X52,4.35,1188.2,0,
1010,train,2026-03-29T19:19:37,HSM-DC-MND,API-5L-X52,6.28,1144.0,0,
388,train,2026-03-29T20:36:15,HSM-DC-MND,API-5L-X52,4.88,1415.1,0,
960,train,2026-03-29T21:52:54,HSM-DC-MND,HRC-IS2062-E350,9.38,1050.0,0,
1507,train,2026-03-29T23:09:32,HSM-DC-MND,SAE-1018,8.83,974.0,0,
399,train,2026-03-30T00:26:11,HSM-DC-MND,HRC-IS2062-E250,5.65,1415.0,0,
1338,train,2026-03-30T01:42:49,HSM-DC-MND,SAE-1006,11.1,1269.1,0,
1685,train,2026-03-30T02:59:28,HSM-DC-MND,HRC-IS2062-E350,3.24,1171.4,0,
442,train,2026-03-30T04:16:06,HSM-DC-MND,SAE-1018,8.05,1453.2,0,
1322,train,2026-03-30T05:32:44,HSM-DC-MND,HRC-IS2062-E250,11.13,1257.5,0,
1310,train,2026-03-30T06:49:23,HSM-DC-MND,API-5L-X52,6.65,1117.1,0,
291,train,2026-03-30T08:06:01,HSM-DC-MND,SAE-1006,3.05,1230.2,0,
1005,train,2026-03-30T09:22:40,HSM-DC-MND,SAE-1006,2.69,957.6,0,
32,train,2026-03-30T10:39:18,HSM-DC-MND,HRC-IS2062-E350,6.48,907.6,0,
701,train,2026-03-30T11:55:57,HSM-DC-MND,HRC-IS2062-E250,3.59,1250.0,0,
1641,train,2026-03-30T13:12:35,HSM-DC-MND,SAE-1018,3.97,1390.5,0,
1465,train,2026-03-30T14:29:14,HSM-DC-MND,HRC-IS2062-E250,3.6,1247.8,0,
1340,train,2026-03-30T15:45:52,HSM-DC-MND,SAE-1018,6.87,966.3,0,
1353,train,2026-03-30T17:02:31,HSM-DC-MND,SAE-1018,4.55,1160.7,0,
227,train,2026-03-30T18:19:09,HSM-DC-MND,API-5L-X52,6.64,1194.6,0,
1480,train,2026-03-30T19:35:48,HSM-DC-MND,API-5L-X52,7.45,1308.3,0,
448,train,2026-03-30T20:52:26,HSM-DC-MND,SAE-1018,6.72,1393.3,0,
1408,train,2026-03-30T22:09:05,HSM-DC-MND,SAE-1018,11.38,1167.7,0,
337,train,2026-03-30T23:25:43,HSM-DC-MND,HRC-IS2062-E250,8.32,1440.2,0,
1669,train,2026-03-31T00:42:21,HSM-DC-MND,SAE-1018,9.36,1482.4,0,
861,train,2026-03-31T01:59:00,HSM-DC-MND,HRC-IS2062-E250,10.29,1497.2,0,
1332,train,2026-03-31T03:15:38,HSM-DC-MND,SAE-1018,10.58,1300.6,0,
390,train,2026-03-31T04:32:17,HSM-DC-MND,SAE-1006,8.37,1127.7,0,
989,train,2026-03-31T05:48:55,HSM-DC-MND,HRC-IS2062-E250,2.39,1511.9,0,
357,train,2026-03-31T07:05:34,HSM-DC-MND,HRC-IS2062-E350,11.55,1088.6,1,
312,train,2026-03-31T08:22:12,HSM-DC-MND,API-5L-X52,9.2,983.2,0,
23,train,2026-03-31T09:38:51,HSM-DC-MND,SAE-1018,2.37,1442.5,0,
408,train,2026-03-31T10:55:29,HSM-DC-MND,SAE-1006,9.85,1191.0,0,
1527,train,2026-03-31T12:12:08,HSM-DC-MND,API-5L-X52,6.21,1401.2,0,
930,train,2026-03-31T13:28:46,HSM-DC-MND,SAE-1006,2.04,1360.2,0,
34,train,2026-03-31T14:45:25,HSM-DC-MND,SAE-1018,6.12,928.8,0,
1253,train,2026-03-31T16:02:03,HSM-DC-MND,HRC-IS2062-E350,2.09,1499.0,0,
1599,train,2026-03-31T17:18:41,HSM-DC-MND,HRC-IS2062-E250,9.51,1137.0,0,
918,train,2026-03-31T18:35:20,HSM-DC-MND,SAE-1006,4.83,1466.1,0,
1293,train,2026-03-31T19:51:58,HSM-DC-MND,HRC-IS2062-E250,7.83,1205.0,0,
475,train,2026-03-31T21:08:37,HSM-DC-MND,API-5L-X52,2.09,1149.0,0,
135,train,2026-03-31T22:25:15,HSM-DC-MND,SAE-1006,6.48,1226.1,0,
1360,train,2026-03-31T23:41:54,HSM-DC-MND,SAE-1018,3.77,1048.1,0,
568,train,2026-04-01T00:58:32,HSM-DC-MND,HRC-IS2062-E350,8.23,1377.6,0,
174,train,2026-04-01T02:15:11,HSM-DC-MND,API-5L-X52,3.24,1328.8,0,
439,train,2026-04-01T03:31:49,HSM-DC-MND,SAE-1006,10.25,1337.1,0,
621,train,2026-04-01T04:48:28,HSM-DC-MND,API-5L-X52,3.75,1337.7,0,
963,train,2026-04-01T06:05:06,HSM-DC-MND,HRC-IS2062-E250,3.06,1168.9,0,
965,train,2026-04-01T07:21:45,HSM-DC-MND,HRC-IS2062-E350,5.68,942.8,0,
461,train,2026-04-01T08:38:23,HSM-DC-MND,HRC-IS2062-E350,11.69,948.5,0,
84,train,2026-04-01T09:55:01,HSM-DC-MND,SAE-1006,9.94,916.3,0,
268,train,2026-04-01T11:11:40,HSM-DC-MND,HRC-IS2062-E250,4.81,931.4,0,
1341,train,2026-04-01T12:28:18,HSM-DC-MND,SAE-1018,9.35,1391.4,0,
1058,train,2026-04-01T13:44:57,HSM-DC-MND,HRC-IS2062-E350,4.95,1488.0,0,
501,train,2026-04-01T15:01:35,HSM-DC-MND,HRC-IS2062-E250,7.86,1363.6,0,
1595,train,2026-04-01T16:18:14,HSM-DC-MND,SAE-1018,8.95,1310.5,0,
1281,train,2026-04-01T17:34:52,HSM-DC-MND,HRC-IS2062-E250,4.92,1087.2,0,
870,train,2026-04-01T18:51:31,HSM-DC-MND,HRC-IS2062-E250,6.85,1326.6,0,
517,train,2026-04-01T20:08:09,HSM-DC-MND,HRC-IS2062-E350,2.73,957.5,0,
1237,train,2026-04-01T21:24:48,HSM-DC-MND,SAE-1006,6.06,1064.8,0,
1670,train,2026-04-01T22:41:26,HSM-DC-MND,SAE-1006,5.68,1325.0,0,
223,train,2026-04-01T23:58:05,HSM-DC-MND,HRC-IS2062-E250,9.31,1524.8,0,
407,train,2026-04-02T01:14:43,HSM-DC-MND,SAE-1018,4.67,1000.4,0,
1522,train,2026-04-02T02:31:21,HSM-DC-MND,HRC-IS2062-E350,9.47,931.4,0,
1618,train,2026-04-02T03:48:00,HSM-DC-MND,HRC-IS2062-E250,3.91,1287.4,0,
661,train,2026-04-02T05:04:38,HSM-DC-MND,SAE-1006,8.0,969.2,0,
1106,train,2026-04-02T06:21:17,HSM-DC-MND,SAE-1006,2.97,1373.8,0,
642,train,2026-04-02T07:37:55,HSM-DC-MND,SAE-1006,6.98,1162.0,0,
373,train,2026-04-02T08:54:34,HSM-DC-MND,HRC-IS2062-E350,11.47,1215.2,1,
707,train,2026-04-02T10:11:12,HSM-DC-MND,HRC-IS2062-E350,10.9,1418.0,0,
1250,train,2026-04-02T11:27:51,HSM-DC-MND,SAE-1018,11.22,1437.0,0,
1001,train,2026-04-02T12:44:29,HSM-DC-MND,API-5L-X52,6.16,1122.0,0,
248,train,2026-04-02T14:01:08,HSM-DC-MND,HRC-IS2062-E250,4.35,1045.8,0,
342,train,2026-04-02T15:17:46,HSM-DC-MND,HRC-IS2062-E250,3.15,914.2,0,
1428,train,2026-04-02T16:34:25,HSM-DC-MND,HRC-IS2062-E250,5.78,1437.3,0,
543,train,2026-04-02T17:51:03,HSM-DC-MND,API-5L-X52,9.18,1519.3,0,
1084,train,2026-04-02T19:07:41,HSM-DC-MND,HRC-IS2062-E250,10.49,1175.7,0,
1549,train,2026-04-02T20:24:20,HSM-DC-MND,API-5L-X52,11.4,930.8,0,
7,train,2026-04-02T21:40:58,HSM-DC-MND,HRC-IS2062-E250,2.05,1234.6,0,
1306,train,2026-04-02T22:57:37,HSM-DC-MND,HRC-IS2062-E250,7.12,1377.8,0,
285,train,2026-04-03T00:14:15,HSM-DC-MND,SAE-1018,3.84,1429.9,0,
13,train,2026-04-03T01:30:54,HSM-DC-MND,SAE-1018,3.93,1208.1,0,
509,train,2026-04-03T02:47:32,HSM-DC-MND,HRC-IS2062-E250,9.48,930.2,0,
821,train,2026-04-03T04:04:11,HSM-DC-MND,SAE-1006,9.66,1414.1,0,
1659,train,2026-04-03T05:20:49,HSM-DC-MND,HRC-IS2062-E350,9.91,1369.3,0,
1285,train,2026-04-03T06:37:28,HSM-DC-MND,HRC-IS2062-E250,9.61,1440.2,0,
16,train,2026-04-03T07:54:06,HSM-DC-MND,HRC-IS2062-E350,1.91,1159.1,0,
141,train,2026-04-03T09:10:45,HSM-DC-MND,HRC-IS2062-E250,3.75,1257.3,0,
1378,train,2026-04-03T10:27:23,HSM-DC-MND,HRC-IS2062-E350,10.2,1331.1,0,
723,train,2026-04-03T11:44:01,HSM-DC-MND,SAE-1018,3.34,1223.5,0,
333,train,2026-04-03T13:00:40,HSM-DC-MND,API-5L-X52,8.04,1198.7,0,
727,train,2026-04-03T14:17:18,HSM-DC-MND,HRC-IS2062-E350,3.84,972.7,0,
724,train,2026-04-03T15:33:57,HSM-DC-MND,HRC-IS2062-E250,11.91,1504.2,0,
147,train,2026-04-03T16:50:35,HSM-DC-MND,SAE-1006,5.94,1388.5,0,
1361,train,2026-04-03T18:07:14,HSM-DC-MND,SAE-1018,11.18,984.8,0,
72,train,2026-04-03T19:23:52,HSM-DC-MND,HRC-IS2062-E250,7.74,1321.5,1,
559,train,2026-04-03T20:40:31,HSM-DC-MND,HRC-IS2062-E350,7.76,1515.2,0,
833,train,2026-04-03T21:57:09,HSM-DC-MND,HRC-IS2062-E250,8.86,925.1,0,
1038,train,2026-04-03T23:13:48,HSM-DC-MND,HRC-IS2062-E250,3.21,1093.6,0,
486,train,2026-04-04T00:30:26,HSM-DC-MND,SAE-1006,6.48,1381.2,0,
1653,train,2026-04-04T01:47:05,HSM-DC-MND,HRC-IS2062-E250,3.62,1065.3,0,
1508,train,2026-04-04T03:03:43,HSM-DC-MND,HRC-IS2062-E350,8.81,912.7,0,
286,train,2026-04-04T04:20:21,HSM-DC-MND,HRC-IS2062-E350,8.93,1122.6,0,
1415,train,2026-04-04T05:37:00,HSM-DC-MND,SAE-1006,11.59,1257.5,0,
1316,train,2026-04-04T06:53:38,HSM-DC-MND,SAE-1018,5.37,1034.5,0,
267,train,2026-04-04T08:10:17,HSM-DC-MND,API-5L-X52,3.66,1297.1,0,
5,train,2026-04-04T09:26:55,HSM-DC-MND,HRC-IS2062-E250,4.27,1400.1,0,
250,train,2026-04-04T10:43:34,HSM-DC-MND,HRC-IS2062-E250,4.23,910.5,0,
1225,train,2026-04-04T12:00:12,HSM-DC-MND,SAE-1006,2.77,1505.6,0,
874,train,2026-04-04T13:16:51,HSM-DC-MND,SAE-1018,7.98,1029.1,0,
1115,train,2026-04-04T14:33:29,HSM-DC-MND,HRC-IS2062-E250,8.09,1392.7,0,
1667,train,2026-04-04T15:50:08,HSM-DC-MND,SAE-1006,9.77,1077.9,0,
1612,train,2026-04-04T17:06:46,HSM-DC-MND,SAE-1018,10.72,1043.1,0,
1606,train,2026-04-04T18:23:25,HSM-DC-MND,HRC-IS2062-E250,5.77,1503.8,0,
908,train,2026-04-04T19:40:03,HSM-DC-MND,API-5L-X52,6.47,1458.1,0,
340,train,2026-04-04T20:56:42,HSM-DC-MND,API-5L-X52,9.36,1374.3,0,
508,train,2026-04-04T22:13:20,HSM-DC-MND,HRC-IS2062-E350,4.95,1401.8,0,
749,train,2026-04-04T23:29:58,HSM-DC-MND,SAE-1006,5.85,1093.7,0,
61,train,2026-04-05T00:46:37,HSM-DC-MND,HRC-IS2062-E250,5.38,1317.3,0,
79,train,2026-04-05T02:03:15,HSM-DC-MND,HRC-IS2062-E350,8.56,1478.5,1,
936,train,2026-04-05T03:19:54,HSM-DC-MND,SAE-1006,11.55,1500.9,0,
1119,train,2026-04-05T04:36:32,HSM-DC-MND,SAE-1006,8.21,985.3,0,
1590,train,2026-04-05T05:53:11,HSM-DC-MND,API-5L-X52,3.86,1185.3,0,
1639,train,2026-04-05T07:09:49,HSM-DC-MND,SAE-1006,8.53,921.5,0,
53,train,2026-04-05T08:26:28,HSM-DC-MND,SAE-1018,3.5,954.8,0,
616,train,2026-04-05T09:43:06,HSM-DC-MND,SAE-1006,8.53,1066.5,0,
526,train,2026-04-05T10:59:45,HSM-DC-MND,SAE-1018,7.56,915.4,0,
80,train,2026-04-05T12:16:23,HSM-DC-MND,SAE-1018,7.91,1167.5,0,
1134,train,2026-04-05T13:33:02,HSM-DC-MND,SAE-1018,1.83,1541.0,0,
558,train,2026-04-05T14:49:40,HSM-DC-MND,SAE-1018,8.29,1237.5,0,
885,train,2026-04-05T16:06:18,HSM-DC-MND,SAE-1018,3.15,1022.3,0,
1201,train,2026-04-05T17:22:57,HSM-DC-MND,HRC-IS2062-E250,8.36,1296.1,0,
47,train,2026-04-05T18:39:35,HSM-DC-MND,HRC-IS2062-E350,6.9,1332.8,0,
181,train,2026-04-05T19:56:14,HSM-DC-MND,SAE-1006,9.14,1513.3,0,
546,train,2026-04-05T21:12:52,HSM-DC-MND,HRC-IS2062-E350,7.48,1293.4,0,
1059,train,2026-04-05T22:29:31,HSM-DC-MND,HRC-IS2062-E350,10.83,1372.1,0,
1387,train,2026-04-05T23:46:09,HSM-DC-MND,API-5L-X52,1.8,1036.4,0,
1280,train,2026-04-06T01:02:48,HSM-DC-MND,API-5L-X52,2.87,1303.0,0,
238,train,2026-04-06T02:19:26,HSM-DC-MND,API-5L-X52,11.32,1164.5,0,
630,train,2026-04-06T03:36:05,HSM-DC-MND,HRC-IS2062-E350,6.66,936.3,0,
1352,train,2026-04-06T04:52:43,HSM-DC-MND,SAE-1018,3.61,1073.3,0,
1135,train,2026-04-06T06:09:22,HSM-DC-MND,HRC-IS2062-E250,5.87,1301.4,0,
338,train,2026-04-06T07:26:00,HSM-DC-MND,API-5L-X52,6.37,982.0,0,
700,train,2026-04-06T08:42:38,HSM-DC-MND,SAE-1006,7.88,1242.3,0,
1674,train,2026-04-06T09:59:17,HSM-DC-MND,API-5L-X52,5.78,1473.4,0,
280,train,2026-04-06T11:15:55,HSM-DC-MND,HRC-IS2062-E250,4.18,1533.8,0,
656,train,2026-04-06T12:32:34,HSM-DC-MND,HRC-IS2062-E350,11.78,1410.6,0,
169,train,2026-04-06T13:49:12,HSM-DC-MND,HRC-IS2062-E250,7.16,997.0,0,
1312,train,2026-04-06T15:05:51,HSM-DC-MND,SAE-1018,2.18,1007.0,0,
1075,train,2026-04-06T16:22:29,HSM-DC-MND,API-5L-X52,7.81,1364.8,0,
766,train,2026-04-06T17:39:08,HSM-DC-MND,API-5L-X52,7.17,1002.3,0,
427,train,2026-04-06T18:55:46,HSM-DC-MND,SAE-1006,5.58,1549.1,0,
191,train,2026-04-06T20:12:25,HSM-DC-MND,HRC-IS2062-E250,8.18,904.7,0,
128,train,2026-04-06T21:29:03,HSM-DC-MND,HRC-IS2062-E250,6.57,1100.4,0,
1317,train,2026-04-06T22:45:42,HSM-DC-MND,SAE-1006,8.45,1310.2,0,
1545,train,2026-04-07T00:02:20,HSM-DC-MND,HRC-IS2062-E250,10.45,1370.9,0,
1309,train,2026-04-07T01:18:58,HSM-DC-MND,HRC-IS2062-E250,6.17,922.7,0,
846,train,2026-04-07T02:35:37,HSM-DC-MND,SAE-1018,6.04,921.9,0,
1430,train,2026-04-07T03:52:15,HSM-DC-MND,SAE-1006,10.63,1249.0,0,
1153,train,2026-04-07T05:08:54,HSM-DC-MND,SAE-1006,3.77,912.1,1,
535,train,2026-04-07T06:25:32,HSM-DC-MND,API-5L-X52,9.82,1430.5,0,
93,train,2026-04-07T07:42:11,HSM-DC-MND,API-5L-X52,10.85,1066.4,0,
243,train,2026-04-07T08:58:49,HSM-DC-MND,SAE-1018,9.26,1160.2,0,
633,train,2026-04-07T10:15:28,HSM-DC-MND,API-5L-X52,9.19,1214.4,0,
545,train,2026-04-07T11:32:06,HSM-DC-MND,HRC-IS2062-E250,7.9,1015.8,0,
978,train,2026-04-07T12:48:45,HSM-DC-MND,API-5L-X52,4.37,1215.2,0,
298,train,2026-04-07T14:05:23,HSM-DC-MND,HRC-IS2062-E250,8.21,1241.1,0,
1224,train,2026-04-07T15:22:02,HSM-DC-MND,HRC-IS2062-E350,6.54,949.5,0,
646,train,2026-04-07T16:38:40,HSM-DC-MND,SAE-1018,7.58,1413.9,0,
46,train,2026-04-07T17:55:18,HSM-DC-MND,HRC-IS2062-E250,8.41,1479.1,0,
